SKU	Name	Category	Unit of Measure	Manufacturer	Brand	Manufacturer Code	Manufacturer Name	Vendor	Vendor Code	Vendor Name	Cold Chain	UPC	NDC
CV83	Alcohol, Isopropryl, 70%, 250mL bottle	MedEquip&Supplies_Skin_Prep	each	Orphipharma NL				Imres	17736	isopropyl alcohol 70 %, 5 litres (UN1219 / 3 / II)	FALSE		
YV86	Calamine lotion 15 %, 100mL bottle	Drugs_Dermatology	each	Sirmaxo				Imres	12223	calamine lotion BP (15 %), 100 ml	FALSE		
BQ80	Co-trimoxazole, Oral suspension, 240mg/5mL, 100mL bottle	Drugs_Antibiotic	each					Imres	13762	co-trimoxazole 240 mg/5 ml suspension, 100 ml	FALSE		
QY19	Hydralazine hydrochloride, 20mg/mL, 1mL ampoule	Drugs_Cardiovascular	each	Ciron				Imres	17072	hydralazine hydrochloride 20 mg/ml, 1 ml (store between 15-25 C)	TRUE		
MZ63	Nystatin 500,000 I.U.	Drugs_Antifungal	each	Laboratoire Sterop				Imres	20062	nystatin 500,000 I.U.	FALSE		
RV02	Paraffin, soft white, 100g	MedEquip&Supplies_Patient_Care_&_Treatment	each	Fagron				Imres	31244	paraffin, soft white, 100 g	FALSE		
NA65	Dextrose 5%, Intravenous infusion, with additive port, 500mL bag	Drugs_Affecting_Water_&_Electrolytes	each	B. Braun		L5101		McKesson	186659		FALSE		
JB32	Sodium chloride 0.9%, Intravenous infusion, with additive port, 1000mL bag	Drugs_Affecting_Water_&_Electrolytes	each	B. Braun		L8000		McKesson	186660		FALSE		
MH35	Bupivacaine, Injection cartridge, 1.8mL	Drugs_Analgesic_&_Anesthesia	each	Carestream Health Inc	Cook-waite	185-2557		Henry Schein	856-2130		FALSE		
CB40	Diazepam, 2mg/mL, 2.5mL Suppository	Drugs_Psychiatric_&_Antiepileptic	each					Imres	14382		FALSE		
RN15	Putty, Resistance, Black, Extra-Firm, 2oz	MedEquip&Supplies_Rehabilitation	each	Fabrication Enteprises	Cando	10-1466		Amazon	B003YR46W4	Cando 10-1466 Black Thera Putty, X-Heavy, 2 oz	FALSE		
UQ29	Putty, Resistance, Blue, Firm, 2oz	MedEquip&Supplies_Rehabilitation	each	Fabrication Enteprises	Cando	10-0903		Amazon	B0048BJ8C8	Cando 10-0903 Blue Thera Putty, Heavy, 2 oz	FALSE		
ZS90	Brace, Knee, One-size	MedEquip&Supplies_Rehabilitation	each	Yasco	Bracoo	76640		Amazon	B005BINV84	Bracoo Breathable Neoprene Knee Support, One Size, Black,Manufactured by: Yasco	FALSE		
YC69	Collar, Cervical, Immobilizer, Aspen, Child Short	MedEquip&Supplies_Rehabilitation	each	Aspen Medical Products		983122		McKesson	465997	Rigid Cervical Collar Aspen? Plastic Child Short - PD4 Two Piece 2 Inch Height 11 to 16-1/2 Inch Circumference	FALSE		
EB97	Collar, Cervical, Immobilizer, Aspen, Child Regular	MedEquip&Supplies_Rehabilitation	each	Aspen Medical Products		983124		McKesson	465998	Rigid Cervical Collar Aspen? Plastic Child Regular - PD5 Two Piece 2-1/2 Inch Height 11 to 16-1/2 Inch Circumference	FALSE		
QB18	Crutch, Aluminum, Pediatric (3ft7in - 4ft)	MedEquip&Supplies_Rehabilitation	each	McKesson		14-909		McKesson	472044	Underarm Crutch McKesson Aluminum Pediatric 300 lbs.	FALSE		
ST78	Pad, Protective, Foam, for Elbow or Heel, Pair	MedEquip&Supplies_Rehabilitation	each	McKesson		136-31205		McKesson	929208	Elbow Protector Pad McKesson Convoluted Foam 6-1/2 X 6-1/2 Inch	FALSE		
TC52	Brace, Posture Correction, Small	MedEquip&Supplies_Rehabilitation	each					Amazon	B00ARWP56A	TLSO (Thoracic Lumbo Sacral Orthosis)/Posture Correction Brace - Adult Small	FALSE		
KY38	Brace, Posture Correction, Large	MedEquip&Supplies_Rehabilitation	each					Amazon	B00ARWP72W	TLSO (Thoracic Lumbo Sacral Orthosis)/Posture Correction Brace - Adult Large	FALSE		
BB47	Gel, Anesthetic, Topical, 1oz, Bubble Gum	MedEquip&Supplies_Dental	each	Crosstex		UTBG		Henry Schein	108-0188		FALSE		
MA03	Catheter kit, Central venous, Triple lumen, 5Fr x 8cm	MedEquip&Supplies_IV_Supplies	each	Cook Medical		G26941		McKesson Medical	981291		FALSE		
VP65	Catheter kit, Central venous, Triple lumen, 5Fr, 5cm	MedEquip&Supplies_IV_Supplies	each	Cook Medical		G29553		McKesson Medical	981290		FALSE		
DG39	Cylinder, Bimba EF-2550-3, for Nourimanba production plant	Facilities_Mechanical	each					Oyl Air Specialty Company	EF-2550-3	Bimba EF Cyc B50C	FALSE		
JN20	Gauze sponge, X-ray detectable, Non-sterile, 12-ply, 4inx8in	MedEquip&Supplies_Wound_Care	each	Covidien	Dermacea	441603A	X-Ray Sponges 12-ply 4"x8"	Covidien (Donation)	441603A		FALSE		
CA67	Immunoglobulin, Anti-D (RhO),Solution, 300mcg ,1,500 I.U.	Drugs_Immunomodulating	each	Bharat Serums & Vaccines				Imres	32554		TRUE		
RG40	Paper, for autorefracto-kerato tonometer/pachymeter Topcon TRK-2P	MedEquip&Supplies_Ophthalmology	each	Medical Workshop				Imres	58844	paper, for autorefracto-kerato tonometer/pachymeter (Topcon TRK-2P)	FALSE		
MA76	Bag, Urinal drainage, with non-return valve and tap, Sterile, 85cm tube, 2000mL	MedEquip&Supplies_Urological	each	Jiangsu Zhengkang Medical Apparatus Co.				Imres	11171	urinal drainage bag, 2000 ml, 85 cm tube, with non-return valve and tap, sterile, disposable	FALSE		
BV05	Tracheostomy elbow, Double swivel	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Halyard		22103		Mckesson	277724	Tracheostomy Elbow, Double Swivel Ballard* Trach Care*	FALSE		
CS11	Catheter tray, Central venous, Triple lumen, 7 Fr x 20cm	MedEquip&Supplies_IV_Supplies	each	Cook Medical		G47833		Mckesson	501050	Central Venous Catheter Tray Spectrum? 7 Fr. Triple Lumen	FALSE		
YS18	Catheter set, Central venous, Triple lumen, 7 F, 15cm	MedEquip&Supplies_IV_Supplies	each	Cook Medical		G32376		Mckesson	566681	Central Venous Catheter Set Spectrum Glide? 7 Fr. Triple Lumen	FALSE		
MQ66	Catheter tray, Central venous, Triple lumen, 5Fr x 12cm	MedEquip&Supplies_IV_Supplies	each	Cook Medical		G26945		Mckesson	971983	TRAY, CENTRAL VENOUS TRPLE LUMEN 5FR/12CM	FALSE		
RE99	Grease, Synthetic Food Grade 14oz	Lab_General_Supplies	each	CFC		SL35600		Grainger	4JB56		FALSE		
QJ45	Metformin hydrochloride, 500mg, tablet	Drugs_Hormones_&_Hormone_Antagonists	each	CSPC Ouyi Pharmaceuticals				Imres	19065	metronidazole 250 mg	FALSE		
XG77	Syringe head part, Standard, Quick-clean	MedEquip&Supplies_Dental	each	DCI		PN3429		Patterson	05-0154781		FALSE		
CV54	Syringe, for air and water and spray	MedEquip&Supplies_Dental	each	DCI		DCI 3430	Quick-Clean Standard Syringe Less Tubing & Kit	Patterson Medical	05-2376630		FALSE		
GF46	Airway, Oropharyngeal, Guedel, Nonsterile, Single-use, 100mm, Size 4	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Intersurgical				Imres	51008	airway, Guedel (oropharyngeal) plastic, disposable, transparent, size 100 mm (size 4), red colour coding	FALSE		
EY86	Airway, Oropharyngeal, Guedel, Nonsterile, Single-use, 90mm, Size 3	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Intersurgical				Imres	50210	airway, Guedel (oropharyngeal) plastic, disposable, transparent, size 90 mm (size 3), orange colour coding	FALSE		
UZ53	Airway, Nasopharyngeal, Sterile, Size 26 (I.D. 6mm, O.D. 8.67mm)	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Teleflex Malaysia				Imres	50248	airway, nasopharyngeal, Wendl pattern, latex free, size 26 (i.d. 6 mm, o.d. 8.67 mm), sterile	FALSE		
JX28	Media culture, Aerobic microorganisms, 30mL bottle	Lab_Reagents_Bacteriology	each	BD	Bactec	442192	Media, Microbiology; BD; Bactec; Type: BACTEC Plus Aerobic/F Medium	Fisher Scientific	23-025-807	Bactec Media - Plus Aerobic/F	FALSE		
VR12	Test kit, Urine hCG dipstick (pregnancy test)	Lab_General_Supplies	each					Fisher Scientific	NC0931937	SAS HCG Dipstick 25/PK	FALSE		
UA31	Urea reagent, for Reflotron	Lab_Reagents_Chemistry	each	Roche	Reflotron	11200666	Reflotron Urea	Reinbold			FALSE		
CN92	Triglycerides reagent, for Reflotron	Lab_Reagents_Chemistry	each	Roche	Reflotron	10745049	Reflotron Triglycerides	Reinbold			FALSE		
CZ77	Potassium (K+) reagent, for Reflotron	Lab_Reagents_Chemistry	each	Roche	Reflotron	11208764	Reflotron K+	Reinbold			FALSE		
NT97	Glucose reagent, for Reflotron	Lab_Reagents_Chemistry	each	Roche	Reflotron	10744948	Reflotron Glucose	Reinbold			FALSE		
YG10	Cassette, Biopsy, Embedding, Fixed lid	Lab_General_Supplies	each	Klinipath		KLI61002S					FALSE		
GJ69	Cassette, Biopsy, Bionet, Hinged, Lids packed seperately	Lab_General_Supplies	each	KLI61007S							FALSE		
PB87	Cassette, Standard, Tissue	Lab_General_Supplies	each	Advantik							FALSE		
BF94	Cassette, Biopsy, Embedding, Without lid	Lab_General_Supplies	each	Klinipath							FALSE		
VS52	Infant formula, Powder, 0-6 months, 400g	Drugs_Nutrition	each	Primavita, Holland				Alpha Milkpowders			FALSE		
XC23	Kit, Creatinine reagent, for HumaLyzer, 200mL + 100mL+ 5mL	Lab_Reagents_Chemistry	each	Human Diagnostics Worldwide	Liquicolor	10051	Creatinine liquicolor	Maison Roger L. Duret/Genevieve D. Regnier		Creatinine	FALSE		
BM54	Eyeglasses, Unisex +2.25 power	MedEquip&Supplies_Ophthalmology	each					Restoring Vision			FALSE		
BY56	Eyeglasses, Unisex +1.75 power	MedEquip&Supplies_Ophthalmology	each					Restoring Vision			FALSE		
RE02	Eyeglasses, Unisex +2.00 power	MedEquip&Supplies_Ophthalmology	each					Restoring Vision			FALSE		
MH85	Eyeglasses, Unisex +2.75 power	MedEquip&Supplies_Ophthalmology	each					Restoring Vision			FALSE		
BE10	Canister, Suction, Autoclavable, 2000mL	MedEquip&Supplies_Suction_Vacuum_Drainage	each	Fazzini				Imres	32764	bottle, spare, for suction machine, 2000 ml, autoclavable	FALSE		
ZS83	Cannula, Nasal, Pediatric, with nasal prongs, 2.1m tubing	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Fazzini				Imres	50975	cannula, nasal, paediatric, with nasal prongs and 2.10 m tubing	FALSE		
CY83	Gel, Ultrasound, 250mL bottle	MedEquip&Supplies_Diagnostic_Imaging	each	Medico				Imres	40885	ultrasound gel, 250 ml	FALSE		
VY74	Tube, Endotracheal, Cuffed, Disposable, 8mm	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Medico				Imres	25006	endotracheal tube with cuff, 8 mm, disposable	FALSE		
DG84	Bisacodyl, Suppository, 10mg	Drugs_Gastrointestinal	each	Fulton				Imres	11612	bisacodyl 10 mg (store below 25?C)	FALSE		
YN47	Sodium chloride 0.9%, Intravenous infusion, with additive port, 250mL bag	Drugs_Affecting_Water_&_Electrolytes	each	Braun		L8002	Replacement Preparation Sodium Chloride, Preservative Free 0.9% Intravenous IV Solution Flexible Bag 250 mL	McKesson Medical	190541	Replacement Preparation Sodium Chloride, Preservative Free 0.9% Intravenous IV Solution Flexible Bag 250 mL	FALSE		00264-7800-20
JX20	Letrozole, 2.5mg tablet	Drugs_Antineoplastic/Chemo	each	Henry Schein		277-0940				Henry schein	FALSE		0054-0269-13
VY60	Blind cane, Folding, Reflective red	MedEquip&Supplies_Rehabilitation	each	Drive Medical				Amazon			FALSE		
JJ24	ASO Latex reagent, Agglutination test	Lab_Reagents_Serology	Each	Human Diagnostics Worldwide	Humatex ASO	40062	Humatex Aso Agglutination Test	Maison Roger L. Duret/Genevieve D. Regnier		ASO	TRUE		
FU18	AST Reagent, Nalidixic Acid (NA30)	Lab_Reagents_Chemistry	Each	Hardy Diagnostics: rapid tests, reagents, stains, supplies	HardyDisks AST		Nalidixic Acid, NA-30, HardyDisks? AST, for susceptibility testing, 5 x 50 disks, by Hardy Diagnostics, freeze on arrival	Epsilon Equipment & Supplies	Z8735	Nalidixic Acid, NA-10, 10?g, 50 discs/cartouches, 5cart/pq	FALSE		
MP82	kit Glucose reagent, Glucose -TR	Lab_Reagents_Hematology	Each	Spinreact		1001190	Glucose-TR	Reyphi		Glucose PAP 4x125ml Spinreact (kit)	TRUE		
NK15	Ceftriaxone, Powder for injection, 1g vial	Drugs_Antibiotic	each	CSPC Zhongnuo Pharmaceuticals				Imres	12755	ceftriaxone 1 g	FALSE		
GV45	Vitamin A 200,000 international units (IU) + Vitamin E 40 international units (IU) capsule	Drugs_Affecting_Water_&_Electrolytes	each	Labo Lambo				Imres	25519	vitamin A (retinol palmitate) 200,000 I.U.	FALSE		
MZ26	Fentanyl hydrogen citrate, 50mcg/mL, 2mL ampoule	Drugs_Analgesic_&_Anesthesia	each	Martindale Pharma UK				IDA	28800		FALSE		
QB11	Morphine sulfate, 10mg/mL, 1mL ampoule	Drugs_Analgesic_&_Anesthesia	each	Martindale Pharma UK				IDA	28600		FALSE		
ZU26	Morphine sulfate, 30mg, controlled release tablet	Drugs_Analgesic_&_Anesthesia	each	Teva-Pharmachemie				IDA	28900		FALSE		
MY26	Phenobarbital sodium, 200mg/mL, 1mL ampoule	Drugs_Psychiatric_&_Antiepileptic	each	Martindale Pharma UK				IDA	254101		FALSE		
FQ53	Ketoconazole shampoo, 100mg/5mL, 60mL bottle	Drugs_Dermatology	each	Centrafarm				Imres	35769		FALSE		
FD67	Clobetasol propionate, Cream 0.05 % , 30g	Drugs_Antifungal	each	Glaxo Wellcome UK	Dermovate			Imres	13445		FALSE		
BK76	Benzoyl peroxide 5%, Gel, 30g tube	Drugs_Dermatology	each	PCH				Imres	11458		FALSE		
XX56	Tretinoin 0.05 % cream, 20g tube	Drugs_Dermatology	each	Pierre Fabre F				Imres	24715		FALSE		
SM82	Chlorhexidine gluconate 4%, 500mL	MedEquip&Supplies_Skin_Prep	each	Sirmaxo				Imres	32811	chlorhexidine gluconate 4 % soap solution, 500 ml	FALSE		
GC24	Bag, Specimen transport, Plastic, Biohazard sign, Zip closure, 150x160mm	Lab_General_Supplies	each	MLS				Imres	54057	bag, specimen, plastic, biohazard sign, size 150 x 160 mm (pouch 150 x 230 mm), ziplock	FALSE		
SY38	Adhesive, with central absorbent pad, 10X10cm	MedEquip&Supplies_Skin_Prep	each	Pharmaplast				Medsahm Service			FALSE		
HF67	Tube, ESR, for closed system, Sodium citrate 3.2%, with black cap, 1.5mL	Lab_General_Supplies	each	Nipro Medical Corporation				Fisher Scientific	TC-729073		FALSE		
ZH59	IV administration set, 15 drops/mL, 1 Port, 78in tubing	MedEquip&Supplies_IV_Supplies	each	McKesson	AMSafe	AA3101	Primary Administration Set AMSafe 15 Drops / mL Drip Rate 78 Inch 1 Port	McKesson Medical	499318	Primary Administration Set AMSafe 15 Drops / mL Drip Rate 78 Inch 1 Port	FALSE		
PV96	Bleomycin, 15 units, Single dose, 10mL vial	Drugs_Antineoplastic/Chemo	each	Teva Pharmaceuticals		703315401		McKesson Medical	477398	Antineoplastic Agent Bleomycin Sulfate, Preservative Free 15 Units Injection Single Dose Vial 10 mL	TRUE		0703-3154-01
NX23	Cap, Surgeon, Single-use	MedEquip&Supplies_Staff_Apparel_&_Personal_Safety	each	Majestic Products				Imres	29451	cap, surgeon, disposable	FALSE		
KA58	Ciclopiroxolamin 1%, Lotion, 30mL bottle	Drugs_Dermatology	each					Imres	57796		FALSE		
FH65	Ketoconazole, Cream, 2%, 15g tube	Drugs_Antifungal	each		Ketoderm			Imres	35827		FALSE		
AH07	Lidocaine, with prilocaine, 2.5 %, cream, 30g tube	Drugs_Dermatology	each	Astra Zeneca UK				Imres	18209		FALSE		
GP39	Terbinafine hydrochloride, 250mg tablet	Drugs_Dermatology	each	Dr. Reddy's				Imres	24203		FALSE		
MX23	Overwrap bag, for plasma protection, Disposable	Lab_Reagents_Serology	each	Helmer		400273-1		Imres	59474		FALSE		
DZ48	Aciclovir, 3% eye ointment, 4.5g tube	Drugs_Ophthalmic	each	Farmigea	Acivision			Imres	10096	acyclovir 3 % eye-ointment, 4.5 g	FALSE		
JJ91	Ipratropium bromide, Nebulizer solution, 0.25mg/ml, 1mL ampoule	Drugs_Respiratory_&_Antihistamine	each	Unither Fr				Imres	51941	ipratropium bromide 0.25 mg/ml nebuliser solution, 1 ml	FALSE		
PZ52	Lisinopril, 5mg tablet	Drugs_Cardiovascular	each	Accord Healthcare UK				Imres	56699	lisinopril 5 mg (blister)	FALSE		
RE13	Petri dish, 100 x 15mm, Sterilized	Lab_General_Supplies	each	Healthlink		3070		McKesson Medical	407278		FALSE		
CT62	Oil Filter, Pneumatic, 1/4 in, NPT, 73 cfm	Facilities_Mechanical	each	Ingersoll Rand				Grainger	4PJF2		FALSE		
ZX72	Bag, Zip closure, 4mL thickness, Clear, 12in x 12in	MedEquip&Supplies_Chemotherapy	each	McKesson		957786		McKesson Medical			FALSE		
VP01	Dorzolamide hydrochloride, 2%, 5mL, Eye Drops	Drugs_Ophthalmic	each	Ciron Drugs & Pharmaceuticals	Dorzol 2%	MH/DRUGS/KD-74	Dorzolamide eye drops Dorzolamide hydrochloride Ophtalmic Solution 2%	Disprophar	4EA02126 (1)	Dorzol 2% 5ml	FALSE	8.90E+12	
AU21	Allopurinol, 100mg, Tablet	Drugs_Hematologic	each	APOTEX INC.	APO-ALLOPURINOL		Allopurinol Tablets USP 100mg	PROPHALAB	ME6941	APO-ALLOPURINOL Tablets 100mg	FALSE	7.71E+10	298302
RX18	Insulin, Neutral human, Regular (Rapid-Acting), 100IU/mL, 10mL vial	Drugs_Hormones_&_Hormone_Antagonists	each	Novo Nordisk Denmark	Actrapid			IDA	63701	Insulin neutral 100 IU/ml inj Actrapid 10ml HM	TRUE		
DH08	Insulin, Neutral human, 70/30 (Mixtard), 100IU/mL, 10mL vial	Drugs_Hormones_&_Hormone_Antagonists	each	Novo Nordisk Denmark	Mixtard 30			IDA	65600	insulin mixtard 30/70 HM 100IU/ml premixed, 10ml	TRUE		
YA85	Glove, Exam, Vinyl, Latex-free, Non-sterile, Medium	MedEquip&Supplies_Staff_Apparel_&_Personal_Safety	EACH	S2S Global	Premier Pro		Heavy Stretch Powder-free Vinyl Exam Gloves Non-Sterile Ambidextrous Latex-free				FALSE	(01)00818566012517	
VJ49	Cetirizine hydrochloride, 10mg tablet	Drugs_Respiratory_&_Antihistamine	each					IDA	81017	Cetirizine HCl 10mg tab	FALSE		
HS97	Diazepam 5mg/mL, 2mL vial	Drugs_Psychiatric_&_Antiepileptic	each					IDA	274200	Diazepam 10mg/2ml inj (pt)	FALSE		
RD04	Sodium valproate, 200mg enteric coated tab	Drugs_Psychiatric_&_Antiepileptic	each					IDA	74210	Sodium valproate 200mg enteric coated tab	FALSE		
CN77	Gloves, Surgical, Latex, Powdered, Sterile, Size 8.5, Pair	MedEquip&Supplies_Surgical	each					IDA	711501		FALSE		
AV24	Needle, Hypodermic, Luer, 25G x 0.625in (0.50 x 16mm)	MedEquip&Supplies_Needles	each					IDA	706700		FALSE		
GS90	Pad, Maternity, 30.5cm x 8cm	MedEquip&Supplies_Patient_Care_&_Treatment	each					IDA	949800		FALSE		
DQ61	AgraStrip Afla (10ppb)	Lab_General_Supplies	each	Romer Labs		COKAS1200U		Romer Labs	COKAS1200U	AGRASTRIP AFLATOXIN, 10PPB (INCLUDES WHIRL PAKS)	FALSE		
VM77	Pad, Cautery tip cleaner, Abrasive foam, 1.8 x 1.8in	MedEquip&Supplies_Surgical	each	McKesson Brand		Cautery Tip Cleaner Medi-Pak Performance Plus Abrasive Foam	19-32001	McKesson Medical	487857	CAUTERY TIP CLEANER, STR LF (35/BX 10BX/CS)	FALSE		
SN65	Seal, Mechanical, 1 1/4in, Type 21	Facilities_Mechanical	each	Ignazio Gomez IHM		8032500051		US Fluid Tech Corp.	8.03E+09		FALSE		
PN91	System, Specimen collection and transport, Microbiological, Amies gel without Charcoal, Single swab	Lab_General_Supplies	each	BD		220116		Fisher Scientific	L4320116		FALSE		
PE07	Gloves, Surgical, Latex, Powdered, Sterile, Size 7.5, Pair	MedEquip&Supplies_Surgical	each					IDA	711301	Surgical gloves powered, latex, sterile, size 7.5	FALSE		
GN21	Hemacytometer, 0.019in, 100muL	Lab_General_Supplies	each	HAUSSER SCIENTIFIC PARTNERSHIP	Nageotte Bright Line	4000		Fisher Scientific	02-671-52	Hausser Nageotte Bright-Line? Hemacytometer	FALSE		
AV43	Tube, Stomach, Sterile, 18Fr, 125cm	MedEquip&Supplies_Feeding	each					IDA	840435	Stomach tube ch18 125cm disp	FALSE		
TT47	Test strip, Glucometer, TrueTest	Lab_Equipment_&_Associated_Supplies	each	Moore Medical				Moore Medical	88477	TRUEtest Strips Moorebrand	FALSE		
RA37	Sodium chloride 0.9%, Intravenous infusion, 100mL bag	Drugs_Affecting_Water_&_Electrolytes	each	Laboratorios Pisa				Prophalab			FALSE		
QT87	Inoculating loop, 10uL, with needle, blue, Sterile	Lab_General_Supplies	each	Globe scientific inc.		2805		Epsilon Equipment & supplies			FALSE		
CA36	Vancomycin hydrochloride, Powder for injection, 1g vial	Drugs_Antibiotic	each	Vianex				Imres	33422		FALSE		
YT61	Clotrimazole, 1 % solution, 20mL bottle	Drugs_Antifungal	each	KVP Pharma	Canesten			IMRES	13524	clotrimazole 1 % solution, 20 ml (Canesten)	FALSE		
RU31	Blood bag, CPDA-1, Double, 450mL	MedEquip&Supplies_Blood_Admin_&_Infusion	each	Terumo India		PB-2CD456M8B		Imres	56172		FALSE		
ED23	Blood bag, CPDA-1, Triple, with sampling arm, 450mL	MedEquip&Supplies_Blood_Admin_&_Infusion	each	Terumo India				IMRES	59467	blood bag CPDA-1 triple, 450 ml, with sampling arm, needle injury protector, holder & prodonation sample bag (Terumo PB-3CD456M0B)	FALSE		
EV66	Blood bag, Transfer, Single, 150mL	MedEquip&Supplies_Blood_Admin_&_Infusion	each	Terumo Japan		BBT015CM		IMRES	56926		FALSE		
JE56	Blood bag, Transfer, Single, 300mL	MedEquip&Supplies_Blood_Admin_&_Infusion	each	Terumo Japan				IMRES	59466	blood bag, transfer, single, 300 ml (Teruflex BBT030CM)	FALSE		
HM89	Hyoscine butylbromide, 1.5mg, patch	Drugs_Gastrointestinal	each	Hubei Zhongjian Medical Products				Imres	16719	gauze pads 10 x 10 cm, 12 ply, N17, sterile	FALSE		
JJ23	Nifedipine, 20mg, extended release tablet	Drugs_Cardiovascular	each	Medopharm				Imres	19636	nifedipine 20 mg extended release (blister)	FALSE		
PY21	Sodium chloride, 0.8 % Nasal spray, 15mL	Drugs_Affecting_Water_&_Electrolytes	each	Apotex Nederland				IMRES	37194	sodium chloride 0.8 % nasal spray, 15 ml	FALSE		
YT64	Catheter, Thoracic, Straight, Sterile, 16Fr x 9in	MedEquip&Supplies_Surgical	each	Sterimed		SMD 1001	Thoracic Trocar Catheter (Size 16)	IMRES	14942	drain, thoracic with trocar, CH 16	FALSE		
FC77	Catheter, Thoracic, Straight, Sterile, 20Fr x 15in	MedEquip&Supplies_Surgical	each	Sterimed		SMD 1001	Thoracic Trocar Catheter (Size 20)	IMRES	14945	drain, thoracic with trocar, CH 20	FALSE		
FZ62	Catheter, Thoracic, Straight, Sterile, 24Fr x 15in	MedEquip&Supplies_Surgical	each	Sterimed		SMD 1001	Thoracic Trocar Catheter (Size 24)	IMRES	14947	drain, thoracic with trocar, CH 24	FALSE		
SG86	Catheter, Thoracic, Straight, Sterile, 36Fr x 15in	MedEquip&Supplies_Surgical	each	Sterimed		SMD 1001	Thoracic Trocar Catheter (Size 36)	IMRES	14954	drain, thoracic with trocar, CH 36	FALSE		
VF65	Gauze sponge, X-Ray, Sterile, 12ply, 8in x 4in	MedEquip&Supplies_Wound_Care	each	Mgm16		16-45846		Mckesson	472515		FALSE		
AN84	Blade, Scalpel, Carbon steel, Sterile, Single-use, Size 21	MedEquip&Supplies_Surgical	each	Myco Medical Supplies		2001T-21		McKesson	538010	Scalpel Blade Glassvan? Surgical Size 21 Size 21 Carbon Steel	FALSE		
HM62	Filter, For Pressure Destoner, Forsberg Model G-2	Facilities_Mechanical	each	Forsberg		12-148-902					FALSE		
AY46	Stand, Clipper charger	MedEquip&Supplies_Surgical	each	3M		9676		Mckesson	626043	Charger Stand 3M? 3M? Clipper 9661	FALSE		
QQ69	Paper, Urine and saliva pH testing, 5.5-8.0, Roll	Lab_General_Supplies	each	Fisher Scientific		14 853 275	Hydrion? Urine and Saliva pH Paper, Range 5.5-8.0	McKesson	855419		FALSE		
MT47	Air filter, Nebulizer, for Pari LC Plus	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Pari		041E4851P12		McKesson	363063		FALSE		
VS26	Nebulizer, with mask, Pediatric, Size 2	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Pari		022F92		Mckesson	501953	Nebulizer Set Pari Baby Mask Empty	FALSE		
RQ89	Nebulizer, with mask, Infant, Size 1	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Pari		022F91		Mckesson	568528		FALSE		
ZR89	Nebulizer, with mask, Infant, Size 0	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Pari		22F90	NEBULIZER SET, BABY SZ0	Mckesson	688670	Nebulizer Set Pari Baby Mask Empty	FALSE		
VQ53	Risperidone, 3mg tablet	Drugs_Psychiatric_&_Antiepileptic	each	Lek Sl				Imres	36280	risperidone 3 mg f/c (blister)	FALSE		
ET16	Chlorhexidine gluconate, 20% solution, 5 liter can	MedEquip&Supplies_Skin_Prep	each	Septichem				Imres	13071		FALSE		
CU79	Protamine hydrochloride, 10mg/mL, 5mL ampoule	Drugs_Antidotes_&_Emetics	each	Meda Germany				IMRES	21695		FALSE		
PR87	Tube, Blood collection, K2 EDTA, Whole blood, Lavender, 2mL	Lab_General_Supplies	each	Greiner Bio-One		454428	Vacuette Low Volume Tubes K2 EDTA, 2ml 13 x 75mm	Fisher Scientific	22040307	2ML K2 EDTA VACUETTE TBE 50/PK	FALSE		
HZ45	Tube, Blood Collection, K2 EDTA, Lavender top, Plastic, 4mL	Lab_General_Supplies	each	Greiner Bio-One		454209		Fisher Scientific	22 040 095	VACU 4ML K2EDTA LAV PULL 50/PK	FALSE		
UK97	Paper, Recording, for Edan F3 fetal monitor, 90mm x 152mm, pack of 150 pages	MedEquip&Supplies_Exam_&_Monitoring	each	Edan				IMRES	60444	paper, recording, for Edan F3 foetal monitor, 90 x 152 mm (US Standard), pack of 150 pages (01.57.75111-12)	FALSE		
YR84	Metoclopramide hydrochloride, 10mg tablet	Drugs_Gastrointestinal	each	Holden Medical Laboratories				IMRES	19005	metoclopramide hydrochloride 10 mg (blister)	FALSE		
BR70	Valproic acid, 250mg capsule	Drugs_Psychiatric_&_Antiepileptic	each	Apotex Canada				IMRES	60106		FALSE		
ZC32	Vecuronium bromide, Powder for injection, 10mg vial	Drugs_Autonomic_Nervous_System	each	Inresa				Imres	36268	vecuronium bromide 10 mg	FALSE		
NZ80	Bandage, Padding, Underwrap, 7.5cm x 2.7m roll	MedEquip&Supplies_Wound_Care	each	Ningbo Chengmei Medical				IMRES	20597		FALSE		
QR99	Carbamazepine, Suspension, 20mg/mL, 450mL bottle	Drugs_Psychiatric_&_Antiepileptic	each	Morton Grove Pharmaceuticals		60432012916		McKesson	776856		FALSE		
